,COF,SMILES-1-H,SMILES-2-H,Terminal Group 1,Terminal Group 2,intercept
60,0.16010299104646725,OC,[N+](=O)[O-],methoxy,nitro,1.4187843252350958
61,0.1459766679319064,C1=CC=C(F)C=C1,C(F)(F)F,fluorophenyl,perfluoromethyl,0.9694012631179088
62,0.13710205644573245,C=C,O,ethylene,hydroxyl,0.825420763211659
63,0.12856062526973458,C1=CC=C(F)C=C1,C1=CC=CC=C1,fluorophenyl,phenyl,1.3177560446848122
64,0.15854796034295598,C,C1=CC=CC=C1,methyl,phenyl,1.034579046746583
65,0.11959665442248565,C=C,[N+](=O)[O-],ethylene,nitro,0.7694371500945429
66,0.13983099958417897,OC,[N+](=O)[O-],methoxy,nitro,1.8106732189881574
67,0.13044528563984387,C1=CC=C(F)C=C1,C(C)C,fluorophenyl,isopropyl,0.7773512303578152
68,0.15047709568740122,C(=O)C,O,acetyl,hydroxyl,2.0271759224352746
69,0.12237244072467302,C1=CC=C(F)C=C1,C,fluorophenyl,methyl,1.03664947388789
70,0.11108773122880845,C1=CC=C(F)C=C1,[N+](=O)[O-],fluorophenyl,nitro,1.709779059111639
71,0.11487211775792111,C1=CC=C(F)C=C1,C1=CC=C([N+](=O)[O-])C=C1,fluorophenyl,nitrophenyl,2.4218840074877086
72,0.10457806341241765,C(=O)O,C=C,carboxyl,ethylene,1.1147723323261824
73,0.1345960664510203,C,C1=CNC=C1,methyl,pyrrole,1.1027502693045435
74,0.13371181758640532,C(=O)O,C1=CC=C([N+](=O)[O-])C=C1,carboxyl,nitrophenyl,2.868669718889407
75,0.14766202864602135,C(F)(F)F,C1=CC=CC=C1,perfluoromethyl,phenyl,0.7493034532790257
76,0.11188397342037847,C#N,C(F)(F)F,cyano,perfluoromethyl,0.7103884510011063
77,0.13884694855502316,C(=O)C,C1=CC=C(F)C=C1,acetyl,fluorophenyl,1.1214855061404982
78,0.12197827390112485,C1=CC=C(F)C=C1,C(C)C,fluorophenyl,isopropyl,0.8004137470520372
79,0.1626540732859517,N,O,amino,hydroxyl,4.307083920724179
80,0.13111488060020426,C(C)C,C1=CNC=C1,isopropyl,pyrrole,0.7700069097886673
81,0.1514816807615602,O,C,hydroxyl,methyl,0.8491416300039072
82,0.14806697194483373,O,C1=CNC=C1,hydroxyl,pyrrole,2.5363525231119075
83,0.13078008198291272,C,C(F)(F)F,methyl,perfluoromethyl,0.5808903736637865
84,0.12092877750941687,C#N,C(F)(F)F,cyano,perfluoromethyl,0.5186862373334264
85,0.10016655150978475,C#N,C1=CC=C(F)C=C1,cyano,fluorophenyl,1.6333366486879977
86,0.16746787869852628,O,C1=CNC=C1,hydroxyl,pyrrole,2.629154119808895
87,0.1697607790761942,OC,C,methoxy,methyl,0.709084981757008
88,0.13426237877410366,C(=O)O,O,carboxyl,hydroxyl,7.314250501301906
89,0.16481942673537406,O,OC,hydroxyl,methoxy,2.088342084663484
90,0.13927723975449294,C(C)C,C1=CC=C([N+](=O)[O-])C=C1,isopropyl,nitrophenyl,0.9340246965656673
91,0.10517103579099124,C(=O)O,C(C)C,carboxyl,isopropyl,0.8464810842813193
92,0.10889877623185532,C(C)C,[N+](=O)[O-],isopropyl,nitro,0.8696292506893435
93,0.1683949719412439,OC,C(F)(F)F,methoxy,perfluoromethyl,0.7842148417819947
94,0.1698805228776198,C(=O)O,[N+](=O)[O-],carboxyl,nitro,2.895005771962032
95,0.16042217737188352,C(=O)O,OC,carboxyl,methoxy,2.3895792836700243
96,0.16063606218084597,N,C(F)(F)F,amino,perfluoromethyl,0.9265979122029746
97,0.1283003128946173,C1=CC=C(F)C=C1,C1=CC=C([N+](=O)[O-])C=C1,fluorophenyl,nitrophenyl,2.1184132554864386
98,0.15722830815211403,C1=CC=C(F)C=C1,O,fluorophenyl,hydroxyl,1.68115681801109
99,0.14841413579384408,C(=O)C,C(=O)O,acetyl,carboxyl,3.4646951400227435
100,0.14470415855499177,C1=CC=C(F)C=C1,O,fluorophenyl,hydroxyl,1.8374870486288355
101,0.1374013552680383,O,C(C)C,hydroxyl,isopropyl,0.7248750705256599
102,0.13982019741557575,C(=O)C,C,acetyl,methyl,0.7901141893807946
103,0.1472003720136123,C1CC1,O,cyclopropyl,hydroxyl,0.692677932426208
104,0.11666832604895104,C(=O)O,C#N,carboxyl,cyano,6.114614090370282
105,0.09914215397395573,C(=O)O,C(C)C,carboxyl,isopropyl,0.958371188230003
106,0.13800591733044562,C=C,O,ethylene,hydroxyl,0.9126531501434338
107,0.13549254760021928,C=C,C(F)(F)F,ethylene,perfluoromethyl,0.44444065921623377
108,0.14081431446264078,C1CC1,O,cyclopropyl,hydroxyl,0.688943253598481
109,0.12343698511952525,[N+](=O)[O-],C1=CC=CC=C1,nitro,phenyl,1.5385597178540145
110,0.12320505324982026,C#N,C,cyano,methyl,0.5152641890592824
111,0.16771405495787478,O,OC,hydroxyl,methoxy,2.116195058360498
112,0.12480988009240362,C(C)C,[N+](=O)[O-],isopropyl,nitro,0.8263533115338058
113,0.150905910400787,C1=CC=C(F)C=C1,OC,fluorophenyl,methoxy,1.2517475244926684
114,0.13822762949666303,C(=O)O,C,carboxyl,methyl,0.7188356482232363
115,0.13069510494136904,C(=O)O,C1=CC=CC=C1,carboxyl,phenyl,1.5898871632793528
116,0.1709785771985393,OC,C,methoxy,methyl,0.6334250081704442
117,0.15400481873202632,C1=CC=C(F)C=C1,O,fluorophenyl,hydroxyl,1.6204326485538263
118,0.15110735113145826,C,C1=CC=CC=C1,methyl,phenyl,0.9205350773317509
119,0.12158438020254587,C(C)C,C1=CC=CC=C1,isopropyl,phenyl,1.077143930559415
120,0.15215270479726264,N,C,amino,methyl,0.8209810032604783
121,0.1591648057777184,O,C1=CC=CC=C1,hydroxyl,phenyl,1.529215131831669
122,0.13542055155911284,C1=CC=C(F)C=C1,C1=CC=CC=C1,fluorophenyl,phenyl,1.0917349062966304
123,0.14386327215395728,C(=O)C,C,acetyl,methyl,0.6770755963612745
124,0.1337315093830082,C=C,O,ethylene,hydroxyl,0.9089191825150564
125,0.12236084865116574,C(=O)O,C1=CNC=C1,carboxyl,pyrrole,2.503177522122348
126,0.127635847951144,C=C,C(C)C,ethylene,isopropyl,0.6449513307875014
127,0.14701557839278348,C(=O)O,O,carboxyl,hydroxyl,7.4069525005523476
128,0.16381002720774707,OC,C(F)(F)F,methoxy,perfluoromethyl,0.5131630307540873
129,0.10965675172975368,C(=O)C,C1=CC=C(F)C=C1,acetyl,fluorophenyl,1.6245256794974916
130,0.14090994433638335,C=C,C(F)(F)F,ethylene,perfluoromethyl,0.6077410193292772
131,0.085009346411645,C#N,C1=CC=C(F)C=C1,cyano,fluorophenyl,1.6588581202859844
132,0.13038455773627014,[N+](=O)[O-],C1=CNC=C1,nitro,pyrrole,1.8339389522962792
133,0.16729523724970408,O,OC,hydroxyl,methoxy,2.0768988605057195
134,0.12769303312189217,C1=CC=C(F)C=C1,C,fluorophenyl,methyl,1.0050535167404462
135,0.11846914282289063,C#N,C(F)(F)F,cyano,perfluoromethyl,0.5298803638056839
136,0.17637296575685363,C(=O)O,C1CC1,carboxyl,cyclopropyl,0.2794207451787667
137,0.14874254986628668,O,C1=CC=C([N+](=O)[O-])C=C1,hydroxyl,nitrophenyl,2.611954422833305
138,0.13854942759758707,C1=CC=C(F)C=C1,C(C)C,fluorophenyl,isopropyl,0.8328020233801512
139,0.15892677160242102,O,C(F)(F)F,hydroxyl,perfluoromethyl,1.0050853164357818
140,0.13009646343494155,N,C1=CC=C(F)C=C1,amino,fluorophenyl,2.081322260564143
141,0.15107208008246947,N,C(F)(F)F,amino,perfluoromethyl,0.9353733575241026
142,0.12619110011196993,C=C,C,ethylene,methyl,0.9139227564624657
143,0.17331501782374426,OC,C(F)(F)F,methoxy,perfluoromethyl,0.5005650361833753
144,0.1410262794307133,C1=CC=C([N+](=O)[O-])C=C1,C(F)(F)F,nitrophenyl,perfluoromethyl,1.3004944605646633
145,0.12532757600126923,C(=O)O,C1=CC=CC=C1,carboxyl,phenyl,1.6395811649029075
146,0.12710843067348296,N,C(=O)O,amino,carboxyl,7.790102951209099
147,0.12658600812334636,C(=O)O,C1=CC=C([N+](=O)[O-])C=C1,carboxyl,nitrophenyl,3.204173491086144
148,0.1219717175702258,C#N,C(F)(F)F,cyano,perfluoromethyl,0.5681649654045444
149,0.12382982217756307,C#N,O,cyano,hydroxyl,3.5453284439352393
150,0.14352644315321367,OC,C,methoxy,methyl,0.7945485883950312
151,0.14073071982426605,C1CC1,C,cyclopropyl,methyl,0.7558982713690443
152,0.13450445150705015,C1=CC=C(F)C=C1,OC,fluorophenyl,methoxy,1.3385988992351225
153,0.16909457746322812,C1CC1,C,cyclopropyl,methyl,0.43387060050103754
154,0.11056265660608924,C(=O)O,C1=CC=CC=C1,carboxyl,phenyl,1.497755083311362
155,0.14238196028085381,C,C1=CC=CC=C1,methyl,phenyl,1.0089414421105678
156,0.15122401421203005,N,C,amino,methyl,0.7987676387979952
157,0.1331308997835813,C(=O)C,C(C)C,acetyl,isopropyl,0.7960973243875977
158,0.14515918824568383,C1CC1,[N+](=O)[O-],cyclopropyl,nitro,0.6453121681019018
159,0.12298237393008601,C(=O)O,C=C,carboxyl,ethylene,0.8543609228987163
160,0.13084409641658393,C=C,O,ethylene,hydroxyl,0.9209721258139949
161,0.16406367328586635,O,[N+](=O)[O-],hydroxyl,nitro,2.479745715812838
162,0.14782176540264244,O,C,hydroxyl,methyl,0.8766753565260781
163,0.11224848831519739,C(=O)O,C(C)C,carboxyl,isopropyl,0.7907190585101798
164,0.1493257148984286,C(=O)O,C1CC1,carboxyl,cyclopropyl,0.3705428863110005
165,0.15630233116050823,O,C(F)(F)F,hydroxyl,perfluoromethyl,0.7438240375476877
166,0.1520873536773591,N,C(=O)O,amino,carboxyl,7.933314592151976
167,0.13197126677049148,C,C1=CC=C([N+](=O)[O-])C=C1,methyl,nitrophenyl,1.2873918604886025
168,0.1347053939014477,C(=O)O,C,carboxyl,methyl,0.5722104778837291
169,0.13012044169527903,C=C,C(C)C,ethylene,isopropyl,0.549583873875714
170,0.12854880978785316,N,C1=CC=C(F)C=C1,amino,fluorophenyl,1.7957064639773317
171,0.14431728932924678,C#N,O,cyano,hydroxyl,3.3224451673155175
172,0.112363536843177,C=C,[N+](=O)[O-],ethylene,nitro,1.0141096795184028
173,0.1833709678061883,C1CC1,C(F)(F)F,cyclopropyl,perfluoromethyl,0.3536848377352899
174,0.16858539577114479,N,C,amino,methyl,0.5004597106584256
175,0.10930914752765852,C(F)(F)F,C1=CNC=C1,perfluoromethyl,pyrrole,0.9404322608075057
176,0.11783190295003161,C,C1=CC=CC=C1,methyl,phenyl,1.3603517664087157
177,0.12823995407935268,C(=O)O,C1=CC=C([N+](=O)[O-])C=C1,carboxyl,nitrophenyl,3.0646566826749555
178,0.12475404181816721,C,[N+](=O)[O-],methyl,nitro,0.7257199717534049
179,0.12982612689045875,C(=O)O,C1=CC=C(F)C=C1,carboxyl,fluorophenyl,2.0054933257318606
180,0.14198545932041898,C(=O)O,C1CC1,carboxyl,cyclopropyl,0.5409981748617132
181,0.1509642211409501,C#N,O,cyano,hydroxyl,3.421246529891974
182,0.14102033598542568,C(C)C,C,isopropyl,methyl,0.47205995099388165
183,0.12073600534376211,C(=O)O,C1=CC=C(F)C=C1,carboxyl,fluorophenyl,1.8523265935293793
184,0.1572489003558545,O,C1=CC=CC=C1,hydroxyl,phenyl,1.4869135622740344
185,0.12153468657746064,C(C)C,C1=CC=C([N+](=O)[O-])C=C1,isopropyl,nitrophenyl,1.0157589144490458
186,0.10807713501548197,C(=O)O,C=C,carboxyl,ethylene,0.9386486607637001
187,0.1338856088303329,C(=O)O,OC,carboxyl,methoxy,2.6177484936758955
188,0.12574511479289147,C(=O)O,C1=CNC=C1,carboxyl,pyrrole,2.279692027988236
189,0.1518917413998127,C(C)C,OC,isopropyl,methoxy,0.69107386590492
190,0.14922601663328436,O,C1=CC=CC=C1,hydroxyl,phenyl,1.54049953825916
191,0.1511280353131137,C(=O)C,C(=O)O,acetyl,carboxyl,3.150095162558071
192,0.16408893864394425,OC,[N+](=O)[O-],methoxy,nitro,1.452085768681989
193,0.11548347952626445,C=C,C(C)C,ethylene,isopropyl,0.6418103402284794
194,0.13652087196578752,C1CC1,C1=CC=C(F)C=C1,cyclopropyl,fluorophenyl,0.6370559292068254
195,0.11662497457138431,C=C,[N+](=O)[O-],ethylene,nitro,1.0615516824591127
196,0.14169758876590943,C(=O)O,C(F)(F)F,carboxyl,perfluoromethyl,0.516931172742662
197,0.1225445072498474,C(=O)C,C(C)C,acetyl,isopropyl,0.8175578074857464
198,0.13352858065754744,C1=CC=C([N+](=O)[O-])C=C1,C(F)(F)F,nitrophenyl,perfluoromethyl,1.2636124545433658
199,0.15246690159676676,C1CC1,C(F)(F)F,cyclopropyl,perfluoromethyl,0.43157930813480316
200,0.12722305812391724,C=C,C1=CC=C(F)C=C1,ethylene,fluorophenyl,0.7357157650116799
201,0.14410244623750124,C(F)(F)F,C1=CNC=C1,perfluoromethyl,pyrrole,0.8252300975892921
202,0.12553252343146357,C1=CC=C([N+](=O)[O-])C=C1,C(F)(F)F,nitrophenyl,perfluoromethyl,1.3678586791849912
203,0.14227485930390413,C(C)C,C1=CC=CC=C1,isopropyl,phenyl,0.7541954182335502
204,0.12624934140768443,C1=CC=C(F)C=C1,C1=CNC=C1,fluorophenyl,pyrrole,1.336257941435942
205,0.1534932473696386,C(=O)C,C(F)(F)F,acetyl,perfluoromethyl,0.6626461231034475
206,0.16650189030173773,C1CC1,C(C)C,cyclopropyl,isopropyl,0.4093035068000672
207,0.15938925059643422,O,OC,hydroxyl,methoxy,2.2548017238418776
208,0.12855739129031216,C(C)C,C1=CNC=C1,isopropyl,pyrrole,0.9044733634896016
209,0.13167918176191787,C,C1=CC=C([N+](=O)[O-])C=C1,methyl,nitrophenyl,1.2003771578116453
210,0.15339688980315952,O,C(F)(F)F,hydroxyl,perfluoromethyl,0.6483346361602971
211,0.11613051822117396,C,[N+](=O)[O-],methyl,nitro,0.892203049722164
212,0.11909639521917981,C=C,C1=CC=C(F)C=C1,ethylene,fluorophenyl,0.8754721673458925
213,0.12201282094705831,[N+](=O)[O-],C1=CC=C([N+](=O)[O-])C=C1,nitro,nitrophenyl,2.099664877555103
214,0.1544350827420413,O,[N+](=O)[O-],hydroxyl,nitro,2.5851743887687575
215,0.11465472759372586,C,[N+](=O)[O-],methyl,nitro,0.9223211232139952
216,0.13922289303820573,[N+](=O)[O-],C1=CC=CC=C1,nitro,phenyl,1.3031620562931634
217,0.11721021404727475,C1=CC=C(F)C=C1,C1=CNC=C1,fluorophenyl,pyrrole,1.636184400375676
218,0.14768531507928412,N,O,amino,hydroxyl,4.24857135950483
219,0.12541307138370586,C(C)C,C,isopropyl,methyl,0.7035746577238744
220,0.1238978320155873,C1=CC=C(F)C=C1,C,fluorophenyl,methyl,1.108809594592609
221,0.12191041048951204,C1=CC=C(F)C=C1,[N+](=O)[O-],fluorophenyl,nitro,1.670646340642784
222,0.12141366222577851,C(=O)C,C1=CC=C(F)C=C1,acetyl,fluorophenyl,1.4759517917528575
223,0.1404836409452364,C(=O)O,O,carboxyl,hydroxyl,7.356053549400633
224,0.11561198462975014,C,C1=CC=C([N+](=O)[O-])C=C1,methyl,nitrophenyl,1.2587250100307612
225,0.14880434206494803,C(F)(F)F,C1=CNC=C1,perfluoromethyl,pyrrole,0.771818982320017
226,0.1527733454952945,C(=O)O,C,carboxyl,methyl,0.5607305110704006
227,0.15790177615953613,OC,C(F)(F)F,methoxy,perfluoromethyl,0.6001110895526192
228,0.15741336097343822,C1=CC=C(F)C=C1,O,fluorophenyl,hydroxyl,1.6615435520142898
229,0.13497423238161682,OC,[N+](=O)[O-],methoxy,nitro,1.5766621850148699
230,0.17219413590268304,OC,C(F)(F)F,methoxy,perfluoromethyl,0.5947233808960468
231,0.15059693901374505,O,C,hydroxyl,methyl,0.7696699871697112
232,0.14021325361663406,C(=O)C,[N+](=O)[O-],acetyl,nitro,1.8319121824517
233,0.0978479626958735,C#N,C(F)(F)F,cyano,perfluoromethyl,0.7229425669601184
234,0.1256157304192542,C,C(F)(F)F,methyl,perfluoromethyl,0.9456260875958504
235,0.10922657673388933,[N+](=O)[O-],C1=CC=C([N+](=O)[O-])C=C1,nitro,nitrophenyl,2.334789093045905
236,0.14122774204010255,C1CC1,C,cyclopropyl,methyl,0.42336522085238704
237,0.1470108529123464,C(=O)O,[N+](=O)[O-],carboxyl,nitro,2.906694062284356
238,0.140131004552622,N,C(C)C,amino,isopropyl,0.8257089834234224
239,0.1255558713414881,O,C1=CC=C([N+](=O)[O-])C=C1,hydroxyl,nitrophenyl,2.9209408122273235
240,0.15528739449850687,[N+](=O)[O-],C(F)(F)F,nitro,perfluoromethyl,0.8371198281541252
241,0.14144145614319154,C(C)C,[N+](=O)[O-],isopropyl,nitro,0.6666655106553705
242,0.16330312189077406,C(F)(F)F,C1=CC=CC=C1,perfluoromethyl,phenyl,0.5050396189038922
243,0.11191828954889105,[N+](=O)[O-],C1=CC=C([N+](=O)[O-])C=C1,nitro,nitrophenyl,2.44799098008823
244,0.12411538121089123,N,C(=O)O,amino,carboxyl,8.171064695150326
245,0.16068294410126316,C(=O)O,[N+](=O)[O-],carboxyl,nitro,2.8542245551017533
246,0.11150870947065174,C1=CC=C(F)C=C1,C1=CC=CC=C1,fluorophenyl,phenyl,1.1920872138348886
247,0.14369307863144015,C(=O)C,C(C)C,acetyl,isopropyl,0.560694989792077
248,0.10747554259285942,C1=CC=C(F)C=C1,C,fluorophenyl,methyl,1.1847399685858726
249,0.1265698543861839,C=C,C(F)(F)F,ethylene,perfluoromethyl,0.7643706787922362
250,0.10119409739849687,C(=O)O,C#N,carboxyl,cyano,6.308280611779806
251,0.10344004643660325,C1=CC=C(F)C=C1,C1=CNC=C1,fluorophenyl,pyrrole,1.6927052778794058
252,0.13936716812987426,C1=CC=C(F)C=C1,C(F)(F)F,fluorophenyl,perfluoromethyl,1.1050515191918175
253,0.13253151166788232,O,[N+](=O)[O-],hydroxyl,nitro,2.806235537123831
254,0.11647719294941504,C(=O)O,C1=CC=C(F)C=C1,carboxyl,fluorophenyl,2.1540017672393623
255,0.09630357453520598,C#N,[N+](=O)[O-],cyano,nitro,2.1885444843898165
256,0.16575083472252852,C#N,O,cyano,hydroxyl,3.2105133811038606
257,0.12373961673290701,C1CC1,[N+](=O)[O-],cyclopropyl,nitro,0.7571635902221856
258,0.1434613848323613,C=C,C,ethylene,methyl,0.7806875708606369
259,0.1476830521707983,O,C(F)(F)F,hydroxyl,perfluoromethyl,0.9036719069788619
260,0.1280149645416077,C1=CC=C(F)C=C1,C(C)C,fluorophenyl,isopropyl,0.7680976657748024
261,0.13920174189759063,C1CC1,C1=CC=C(F)C=C1,cyclopropyl,fluorophenyl,0.6389245490406026
262,0.16417871278021604,C(C)C,C(F)(F)F,isopropyl,perfluoromethyl,0.38847554867706613
263,0.15695626118975325,OC,[N+](=O)[O-],methoxy,nitro,1.4419053274345845
264,0.11468294984297324,C1=CC=C(F)C=C1,C1=CC=CC=C1,fluorophenyl,phenyl,1.2860822417864821
265,0.12326089510145008,C(=O)O,C1=CNC=C1,carboxyl,pyrrole,2.266978251223416
266,0.13103352465253248,C,C1=CNC=C1,methyl,pyrrole,1.0934535498071267
267,0.11398380546945197,C(C)C,[N+](=O)[O-],isopropyl,nitro,0.7777847020028557
268,0.11166221100775753,C1=CC=C(F)C=C1,[N+](=O)[O-],fluorophenyl,nitro,1.705266513225518
269,0.13567685844611932,C1=CC=C(F)C=C1,C1=CC=CC=C1,fluorophenyl,phenyl,0.9850857267061546
270,0.143663035436777,C(F)(F)F,C1=CC=CC=C1,perfluoromethyl,phenyl,0.8606834370434298
271,0.12547914903867496,C(=O)C,C(C)C,acetyl,isopropyl,0.9156227181299665
272,0.11462564246834096,C1=CC=C(F)C=C1,C1=CC=C([N+](=O)[O-])C=C1,fluorophenyl,nitrophenyl,2.185825127058255
273,0.14674787468330014,O,[N+](=O)[O-],hydroxyl,nitro,2.5476085421058845
274,0.126761937165046,C1=CC=C(F)C=C1,C,fluorophenyl,methyl,1.1543369284835918
275,0.14473809199414173,N,[N+](=O)[O-],amino,nitro,2.5839639446891156
276,0.15562095483793242,O,C1=CNC=C1,hydroxyl,pyrrole,2.4261747442779646
277,0.13117261567103397,C=C,C(C)C,ethylene,isopropyl,0.4702677529070489
278,0.13759835111749513,C1=CC=C(F)C=C1,OC,fluorophenyl,methoxy,1.490014358831095
279,0.12883035487827604,C1=CC=C(F)C=C1,O,fluorophenyl,hydroxyl,1.8912749785914562
280,0.14191401624121272,OC,C,methoxy,methyl,1.0058482155150426
281,0.11210375416583235,C(=O)O,C1=CC=CC=C1,carboxyl,phenyl,1.658391214180691
282,0.1393124598975853,N,C1=CC=C(F)C=C1,amino,fluorophenyl,2.0415154291433057
283,0.14389034407433707,C(=O)O,O,carboxyl,hydroxyl,7.353051844562881
284,0.1721594769880846,O,C,hydroxyl,methyl,0.5046856985844812
285,0.14395915383459923,[N+](=O)[O-],C1=CNC=C1,nitro,pyrrole,1.9087950032981444
286,0.13773942552069213,C(C)C,C1=CNC=C1,isopropyl,pyrrole,0.8482832516082395
287,0.1264549784144536,N,C1=CC=C(F)C=C1,amino,fluorophenyl,2.046278667696769
288,0.11174159447450858,C=C,C1=CC=C(F)C=C1,ethylene,fluorophenyl,0.9924594105356424
289,0.1594620577316208,C1CC1,C(F)(F)F,cyclopropyl,perfluoromethyl,0.3362711690020488
290,0.11055970021467944,C(=O)O,C1CC1,carboxyl,cyclopropyl,0.5047054728451148
291,0.12786797811471975,[N+](=O)[O-],C1=CNC=C1,nitro,pyrrole,1.994503373551091
292,0.11584393054333363,C(=O)O,C,carboxyl,methyl,0.8274628273881679
293,0.16385695086125734,C,C(F)(F)F,methyl,perfluoromethyl,0.5628933881833946
294,0.13800216157823655,C1CC1,C(C)C,cyclopropyl,isopropyl,0.7288642141081754
295,0.15425425610015445,C(C)C,C,isopropyl,methyl,0.5238094734469452
296,0.13725924214289742,N,O,amino,hydroxyl,4.462678901143157
