,COF,SMILES-H,Terminal Group,intercept
0,0.13104859556238135,FCF,difluoromethyl,0.32183894616342057
1,0.08840809716292314,c1ccc(cc1)O,phenol,6.607834078786787
2,0.1719618152595162,FCF,difluoromethyl,-0.03726131056145077
3,0.11159782568284685,c1ccc(cc1)O,phenol,6.120149157289676
4,0.15020451274231597,Cc1ccccc1,toluene,1.2934440667533176
5,0.1562041169727337,FCF,difluoromethyl,0.12256872668664798
6,0.13928998407129523,Cc1ccccc1,toluene,1.6200665318745355
7,0.14179166526649623,Cc1ccccc1,toluene,2.10017259412747
8,0.11667146558961666,c1ccc(cc1)O,phenol,5.920906703857515
